occurrenceID,basisOfRecord,kingdom,family,genus,specificEpithet,scientificNameAuthorship,scientificName,taxonRank,taxonomicStatus,recordedBy,recordNumber,eventDate,institutionCode,decimalLatitude,decimalLongitude,locality
469,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,mcloughlinii,Chistian,Aloe mcloughlinii Chistian,species,accepted,"Sebsebe, D.; Tamrat, B.",2341,21/4/1989,"ETH, K",9.61667,41.81667,"ETH-HA: 6 km from Dire Dawa (to the west) to Melka Jebdu, near bridge at check point"
470,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,medishiana,Reynolds & P.R.O.Bally,Aloe medishiana Reynolds & P.R.O.Bally,species,accepted,"Bally, P.R.O.",10342,,K,10.75,47.56667,SOM-N:  N of  Medishe
471,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,medishiana,Reynolds & P.R.O.Bally,Aloe medishiana Reynolds & P.R.O.Bally,species,accepted,"Barbier, C.",1007,27/12/1983,K,10.6,47.16667,"N: 4 km de Dayaha, Erigavo Region"
472,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,medishiana,Reynolds & P.R.O.Bally,Aloe medishiana Reynolds & P.R.O.Bally,species,accepted,"Collenette, C.N.",230,10/11/1929,K,10.96667,48.88333,SOM-N: Sugli Al Hills
473,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,medishiana,Reynolds & P.R.O.Bally,Aloe medishiana Reynolds & P.R.O.Bally,species,accepted,"Collenette, C.N.",230,10/11/1929,K,10.96667,48.88333,SOM-N: Sugli Al Hills
474,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,medishiana,Reynolds & P.R.O.Bally,Aloe medishiana Reynolds & P.R.O.Bally,species,accepted,"Collenette, C.N.",230,10/11/1929,K,10.96667,48.88333,SOM-N: Sugli Al Hills
475,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,medishiana,Reynolds & P.R.O.Bally,Aloe medishiana Reynolds & P.R.O.Bally,species,accepted,"Reynolds, G.W.",8441,10/9/1957,K (iso),10.75,47.56667,"SOM-N: Erigavo Dist., Medishe, 24 miles NE of Erigavo"
476,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,medishiana,Reynolds & P.R.O.Bally,Aloe medishiana Reynolds & P.R.O.Bally,species,accepted,"Thulin, M.; Abdi Dahir; Abdisalam Hassan",8955,10/1/1955,K,10.96667,48.86667,SOM-N: Sanaag: Karin Xaggarood
477,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Ash, J.",2555,31/8/1974,K,9.58333,41.86667,ETH-HA: 44 km W of Dire Dawa on Miesso road (lower road via Afdem)
478,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Ash, J.",2555,31/8/1974,K,9.58333,41.86667,ETH-HA: 44 km W of Dire Dawa on Miesso road (lower road via Afdem)
479,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Bally, P.R.O.",9915,,K,9.58333,44.66667,SOM-N: Hargeissa
480,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Bally, P.R.O.",9915,,K,9.58333,44.66667,SOM-N: Hargeissa
481,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Bally, P.R.O.; Melville, R.",16189,,K,9.96667,44.5,SOM-N: 54 km E of Hargeissa
482,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,Berhanu M. Abegaz,70,,ETH,9.38333,42.83333,"ETH-HA: Jijiga side of Karamara, km 635 from A.A."
483,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,Brehme /Beshew,,,ETH,9.58333,41.91667,ETH-HA: Between Dire Dawa and Harar
484,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Burger, W.",451,,K,9.5,41.91667,ETH-HA: 15 km SE of Dire Dawa
485,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Burger, W.",487,,K,9.53333,41.75,ETH-HA: 4 miles West of Dire Dawa
486,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Burger, W.",488,,K,9.53333,41.75,ETH-HA: 4 miles West of Dire Dawa
487,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Burger, W.",2068,,"K, FT",9.06667,42.38333,"ETH-HA: Uadendeo Plateau, 36 km ESE of Harer on rd to Jijiga"
488,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Burger, W.",2101,,ETH,9.4,42.55,ETH-HA: Marda pass W of Jijiga
489,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Burger, W.",3164,,"K, FT",9.25,41.83333,ETH-HA: Below Curfacelli
490,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Friis, I.; et al.",3708,1/11/1984,"ETH, K, UPS",6.96667,40.68333,"ETH-BA: 24 km from the Sof Omar caves, along the road to Goba"
491,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Friis, I.; et al.",3708,1/11/1984,"ETH, K, UPS",6.96667,40.68333,"ETH-BA: 24 km from the Sof Omar caves, along the road to Goba"
492,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Friis, I.; et al.",3708,1/11/1984,"ETH, K, UPS",6.96667,40.68333,"ETH-BA: 24 km from the Sof Omar caves, along the road to Goba"
493,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Friis, I.; et al.",,,ETH,7,40.6,ETH-BA: 5 km from Goro towards Sof Omar & Ginir
494,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Friis, I.; Sebsebe",5763,//,ETH,6.98333,40.5,ETH-BA: 5-7 km from Goro towards Sof Omar
495,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Gilbert, M.G.",4080,,K (iso); ETH,9.25583,41.87056,ETH-HA: 31 km from Alemaya on road to Grawa and Bedeno
496,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Gilbert, M.G.; Lavranos, J.",,,ETH,9.5,41.91667,ETH-HA: Escarpment Between Dire Dawa and Alemaya near village of Harla
497,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Gillett, J.B.",3902,21/1/1932,"K, FT",9.55,44.01667,SOM-N: Hargeissa
498,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Gillett, J.B.",3902,21/1/1932,"K, FT",9.55,44.01667,SOM-N: Hargeissa
499,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Gillett, J.B.; Yon, B.",22841,24/6/1980,K,9.68333,44.31667,SOM-N: 35 km NE of Hargeissa on road to Berbera
500,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Hemming, C.F.",1901,18/9/1960,"K, FT",9.83333,45.16667,SOM-N: 8 miles W of Sheikh
501,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Jansen, P.C.M.",1538,//,ETH,9.4,42.05,ETH-HA: Between Alemaya and Dire Dawa
502,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Kuchar, P.; Abdihakim A. Nur",20463,20/6/1994,UPS,9.2,42.63333,"ETH-HA: Jijiga, 19 km directly W of Jijiga (5 km WSW of Hado)"
503,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"McLoughlin, A.G.",825,10/12/1943,K,9.58333,41.86667,ETH-HA: Dire Dawa
504,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Reynolds, G.W.",6244,26/4/1953,K,9.58333,44.16667,SOM-N: Hargeissa township
505,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Reynolds, G.W.",8155,8/5/1956,K,9.53333,41.75,ETH-HA: 3-6 miles W of Dire dawa
506,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Reynolds, G.W.",8332,27/8/1957,K,9.96667,44.16667,SOM-N: 30 miles E of Hargeissa
507,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Reynolds, G.W.",8332,27/8/1957,K,9.96667,44.16667,SOM-N: 30 miles E of Hargeissa
508,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Reynolds, G.W.",8333,,K,9.96667,44.16667,SOM-N: 30 miles E of Hargeissa
509,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Reynolds, G.W.",8333,,K,9.96667,44.16667,SOM-N: 30 miles E of Hargeissa
510,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Sebsebe, D.; Tamrat, B.",2282,,"ETH, K",9.1,40.86667,"ETH-HA: Just 1 km N of Asebe Teferi town, ca. 325 km on a sloppy hillside"
511,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Sebsebe, D.; Tamrat, B.",2282,,"ETH, K",9.1,40.86667,"ETH-HA: Just 1 km N of Asebe Teferi town, ca. 325 km on a sloppy hillside"
512,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,Sebsebe; Tamirat,2344,22/?/1989,"ETH, K",9.28333,41.5,ETH-HA: 7 km from Kobo towards Addis Abeba
513,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,megalacantha,Baker,Aloe megalacantha Baker,species,accepted,"Westphal, E.; Westphal, J.M.C.",862,21/7/1967,K,9.39278,41.51861,ETH-HA: 63 km Alemaya - Asbe Teferi
514,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Carter, S.",802,1/2/1981,K,2.35,45.38333,"SOM-S2: Balad, by River Shebelle"
515,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Carter, S.",802,1/2/1981,K,2.35,45.38333,"SOM-S2: Balad, by River Shebelle"
516,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Kilan, N.; Lobin, W.",,,K,2.88333,44.01667,"SOM-S: Bay Region, district Buur Akhaba, bei Liimaale"
517,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Reynolds, G.W.",7090,26/9/1953,K,3.41667,44,SOM-S: 26 miles S of Lugh Ferrandi
518,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Reynolds, G.W.",7103,,K,1.63333,44.51667,"SOM-S: Anole Hill, 24 miles S of Bardera"
519,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Reynolds, G.W.",7116,30/10/1953,K,0.06666,42.75,"SOM-S: At Margherita, on the Juba River, 40 miles N of Kismayu"
520,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Reynolds, G.W.",7128,6/10/1953,K,1.9,44.41667,"SOM-S2:  21 miles SW of Afgoi, which is near the type loc."
521,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Reynolds, G.W.",7135,8/10/1953,K,2.1,45.41667,SOM-C2: 8 miles N of Mogadishu
522,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Reynolds, G.W.",7135,8/10/1953,K,2.1,45.41667,SOM-C2: 8 miles N of Mogadishu
523,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Reynolds, G.W.",7140,8/10/1953,"K, FT",3.55,45.56667,SOM-C2: 20 miles S of Bulo Burti = 116 miles N of Mogadishu
524,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,microdonta,Chiov.,Aloe microdonta Chiov.,species,accepted,"Reynolds, G.W.",7140,8/10/1953,"K, FT",3.55,45.56667,SOM-C2: 20 miles S of Bulo Burti = 116 miles N of Mogadishu
525,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,miskatana,S.Carter,Aloe miskatana S.Carter,species,accepted,"Gillett, J.B.; Watson, R.M.",23506,18/6/1981,K,11.2,49.75,SOM-N: SW of Candala
526,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,miskatana,S.Carter,Aloe miskatana S.Carter,species,accepted,"Gillett, J.B.; Watson, R.M.",23506,18/6/1981,K,11.2,49.75,SOM-N: SW of Candala
527,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,miskatana,S.Carter,Aloe miskatana S.Carter,species,accepted,"Thulin, M.; Abdi Dahir; Ahmed Osman",9460,5/1/1997,K (iso); UPS (holo),11.35,49.86667,SOM-N: Al Miskat (Cal Miskaat)
528,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,molederana,Lavranos & Glen,Aloe molederana Lavranos & Glen,species,accepted,"Bally, P.R.O.",11298,,"K, FT",10.1,47.16667,SOM-N: 37 miles SW from Erigavo on road to El Afwein
529,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,molederana,Lavranos & Glen,Aloe molederana Lavranos & Glen,species,accepted,"Bally, P.R.O.; Melville, R.",16038,,K,10.1,47.25556,SOM-N: 59 km SW of Erigavo near Moledera
530,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,molederana,Lavranos & Glen,Aloe molederana Lavranos & Glen,species,accepted,"Bally, P.R.O.; Melville, R.",16038,,K,10.1,47.25556,SOM-N: 59 km SW of Erigavo near Moledera
531,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,molederana,Lavranos & Glen,Aloe molederana Lavranos & Glen,species,accepted,"Glover, P.E.; Gilliland",643,24/1/1945,K,10.15,47.26667,SOM-N: Molidera
532,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,molederana,Lavranos & Glen,Aloe molederana Lavranos & Glen,species,accepted,"Hemming, C.F.",2037,19/10/1960,"K, FT",10.16306,47.26667,SOM-N: 18 miles N of El Afwein
533,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,molederana,Lavranos & Glen,Aloe molederana Lavranos & Glen,species,accepted,"Reynolds, G.W.",8445,12/9/1957,FT (holo),10.14944,47.25,"SOM-N: Moledera, 40 miles SSW of Erigavo."
534,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,monticola,Reynolds,Aloe monticola Reynolds,species,accepted,"Gilbert, M.G.; Getachew, A.",2311,28/2/1974,"ETH, K",12.95,39.58333,ETH-TU: 30 km N of Maichew on road to Asmara
535,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,monticola,Reynolds,Aloe monticola Reynolds,species,accepted,"Gilbert, M.G.; Getachew, A.",2311,28/2/1974,"ETH, K",12.95,39.58333,ETH-TU: 30 km N of Maichew on road to Asmara
536,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,monticola,Reynolds,Aloe monticola Reynolds,species,accepted,"Reynolds, G.W.",8117,27/4/1956,K,12.68333,39.78333,ETH-TU: 7 km N of Maichew
537,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,monticola,Reynolds,Aloe monticola Reynolds,species,accepted,"Reynolds, G.W.",8118,27/4/1956,K (iso),12.68333,39.78333,ETH-TU: 7 km N of Maichew =268 km N of Dessie
538,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,monticola,Reynolds,Aloe monticola Reynolds,species,accepted,"Sebsebe, D.",3010,//,ETH,12.81667,39.6,"ETH-TU: Raya & Azebo Awraja, 4 km Maichew towards Mekele"
539,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,monticola,Reynolds,Aloe monticola Reynolds,species,accepted,"Sebsebe, D.",6509,,ETH,11.08333,39.63333,ETH-WU: 4 km from Dessie towards Addis Ababa Through Kombolcha
540,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,monticola,Reynolds,Aloe monticola Reynolds,species,accepted,"Sebsebe, D.",6510,,ETH,11.08333,39.63333,ETH-WU: 4 km from Dessie towards Addis Ababa Through Kombolcha
541,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,orlandi,Lavranos,Aloe orlandi Lavranos,species,accepted,"Orlando, G.; Azzouni",231802,,FT (holo),10.3,47.18333,SOM-N: Meridioneum pagi Yufletch dicti
542,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Ash, J.",2260,22/11/1973,K,6,37.6,ETH-GG: 195 km SW Shashemane  Arba Minch
543,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Ash, J.",2260,22/11/1973,K,6,37.6,ETH-GG: 195 km SW Shashemane  Arba Minch
544,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Ash, J.",2288,,K,4.83333,38.1,ETH-SD: 14 km N of Yavello on Dila-Shashamane Addid Ababa road
545,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Ash, J.",2288,,K,4.83333,38.1,ETH-SD: 14 km N of Yavello on Dila-Shashamane Addid Ababa road
546,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Cufodontis, G.",617,//,,4,38.33333,ETH-SD: Mega Steppa a cespugli verso Dubuluk
547,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Friis, I.; et al.",6275,7/11/1990,"ETH, K",4.91667,38.08333,ETH-SD: c. 10 km W of Yavello on track to Konso
548,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Friis, I.; et al.",8309,27/11/1997,K,4.91667,38.15,ETH-SD:  6 km N of Yavello along rd to Ageresealm
549,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Gilbert, M.G.",,,K,5,37.65,"ETH-GG: Arbaminch, road to pumping station below town"
550,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Gillett, J.B.",14472,,K,4.83333,38.16667,ETH-SD: Mega - Yavello Rd
551,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Gillett, J.B.",14472,,K,4.83333,38.16667,ETH-SD: Mega - Yavello Rd
552,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Reynolds, G.W.",7074,16/9/1953,K,4.45,38.28333,"ETH-SD: 8 miles N of Dubluch, 29 miles N of Mega"
553,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Reynolds, G.W.",,,K,4.8,38.1025,ETH-SD: 6 miles S of Yavello Borana.
554,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,Ruspoli; Riva,,,K,4.78333,38.11667,ETH-SD: Otallo
555,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,Ruspoli; Riva,,,K,5.51667,38.08333,ETH-SD: Coromma
556,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Sebsebe, D.",2561,//,ETH,5.06667,38.21667,"ETH-SD: 24 km from Yabello (from the turn off to the main road) towards A.A. [71 km from Agere - Maryam to Yabello],"
557,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Sebsebe, D.",5557,,ETH,5.23333,38.3,ETH-SD: 150 km from Mega (50 km from Yavello) towards Addis Ababa
558,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Sebsebe, D.; Ensermu, K.",2893,21/12/1990,"ETH, K",5.25,38.21667,ETH-SD: 52 km. Yabello towards A.A
559,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Sebsebe, D.; et al.",2206,//,ETH,4.98333,38.5,ETH-SD: At km 514 from A.A. to Yabello
560,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,otallensis,Baker,Aloe otallensis Baker,species,accepted,"Sebsebe, D.; et al.",4203,//,ETH,6.41667,38.16667,"ETH-SD: Guji Awraja, c. 520 km on A.A. - Yavello road,"
561,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Ash, J.",2468,17/4/1974,K,5.33333,39.5,"ETH-SD: 46 miles SE of Negelle on Filtu, Dolo road"
562,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,B,12507,,,3.5,37.83333,Ken-K1: Huri Hills
563,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,B,12573,,,2.3,37.96667,Ken-K1: Mile II Marsabit -Moyale
564,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,B,,,,3,39.33333,"Ken-K1: Korondil, Buna (photo)"
565,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Bally, P.R.O.",10194,19/10/1954,K,9.46667,44.88333,"SOM-N: Radableh, S of  Hargessa"
566,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Bally, P.R.O.; Melville, R.",16260,,K,7.75,49.58333,SOM-23 km S of Las Anod
567,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,Beesley,72,,,-3.78333,37.46667,"Tan-3: Nyumba ya Mungu, 30 mls S of Mashi"
568,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Brandham, P.",2708,/1/1981,K,2.75,45.41667,SOM: 14 Km NNE of Mogadishu submartime sand dunes
569,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Carter, S.",775,,,3.96667,41.76667,Ken-K1: 1 km W of Irima (photo)
570,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Carter, S.",,,,-5.18333,38.6,Tan-3: Nr. Gonja (photo)
571,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Friis, I.; et al.",3642,31/10/1984,"ETH, K",6.91667,40.91667,ETH-BA: At the Sof Omar caves; upper part of the gorge on the Ginir side
572,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,Gilbert,1480,,EA,3.93333,40.35,"Ken-K1: Darecha, 4 km S of Banissa"
573,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Gilbert, M.G.; Ensermu, K.; Vollesen, K.",,,K (iso),5,40.75,ETH-SD: 16 km SE of Filtu on road to Dolo
574,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Gillett, J.B.",4074,28/9/1932,K,9,44.25,SOM-N: Boundary
575,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Gillett, J.B.",13207,,EA,3.43333,39.86667,Ken-K1: Dandu
576,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Kuchar, P.",15854,13/12/1983,UPS,4.08333,46,"SOM-HIIRAAN: Bulo Burti District, 33 km from Bulo Burti on road to Maxaas"
577,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"Kuchar, P.",17674,15/12/1987,"K, UPS",3.575,45.825,"SOM: Jalalaksi Dist, 12 km NE from Ceel Baraf, then 30 km N on cutline"
578,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,"McLoughlin, A.G.",,,K,9.58333,41.86667,"ETH-HA: Dire Dawa, Ridgeway"
579,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,Newton,4175,,,-4.33333,38.05,Tan-T3: S of Ndungu (photo)
580,PreservedSpecimen,Plantae,Asphodelaceae,Aloe,parvidens,M.G.Gilbert & Sebsebe,Aloe parvidens M.G.Gilbert & Sebsebe,species,accepted,Newton; Carter,4180,,,4.46667,38.1,Tan-3: W of Kihurio
